,total_cup_points,country_of_origin,variety,processing_method,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,cupper_points,moisture,category_one_defects,category_two_defects,altitude,iso_code
174,83.92,Taiwan,Typica,Washed / Wet,7.83,7.75,7.83,7.75,7.83,7.75,9.33,10.0,10.0,7.83,0.11,0,3,1200.0,158
175,83.92,Colombia,Caturra,Washed / Wet,7.75,7.58,7.67,7.83,7.83,7.67,10.0,10.0,10.0,7.58,0.0,0,1,1775.0,170
176,83.92,Taiwan,Typica,Washed / Wet,8.0,7.92,7.92,7.92,7.67,7.33,10.0,10.0,10.0,7.17,0.06,0,0,950.0,158
177,83.92,Colombia,Caturra,Natural / Dry,7.67,7.83,7.67,7.75,7.67,7.83,10.0,10.0,10.0,7.5,0.12,0,3,1550.0,170
178,83.92,Mexico,Typica,Washed / Wet,7.67,7.75,7.58,7.67,7.75,7.83,10.0,10.0,10.0,7.67,0.12,10,32,900.0,484
179,83.92,Mexico,Typica,Washed / Wet,7.5,7.67,7.58,7.83,7.75,7.75,10.0,10.0,10.0,7.83,0.11,0,2,1500.0,484
180,83.92,Mexico,Typica,Washed / Wet,7.75,7.92,7.83,7.92,7.75,7.67,9.33,10.0,10.0,7.75,0.0,0,2,1400.0,484
181,83.83,Colombia,Caturra,Washed / Wet,7.92,7.58,7.5,7.83,7.58,7.67,10.0,10.0,10.0,7.75,0.0,1,6,2527.0,170
182,83.83,Costa Rica,Caturra,Washed / Wet,7.67,7.67,7.75,7.67,7.5,7.75,10.0,10.0,10.0,7.83,0.0,0,0,1850.0,188
183,83.83,Guatemala,Bourbon,Washed / Wet,7.75,7.75,7.5,7.75,7.83,7.58,10.0,10.0,10.0,7.67,0.11,0,6,1500.0,320
184,83.83,Taiwan,Typica,Washed / Wet,7.67,7.75,7.67,7.75,7.42,7.75,10.0,10.0,10.0,7.83,0.0,0,1,525.0,158
185,83.83,Brazil,Bourbon,Semi-washed / Semi-pulped,7.67,7.67,7.58,7.5,7.83,8.17,10.0,10.0,9.33,8.08,0.0,0,1,1200.0,76
186,83.83,Costa Rica,Catuai,Washed / Wet,7.83,7.42,7.5,7.83,7.75,7.83,10.0,10.0,10.0,7.67,0.1,0,3,1300.0,188
187,83.83,Guatemala,Bourbon,Washed / Wet,7.58,7.83,7.33,8.0,7.58,7.75,10.0,10.0,10.0,7.75,0.1,0,1,1219.2,320
188,83.83,Brazil,Yellow Bourbon,Natural / Dry,7.92,7.5,7.33,7.67,8.17,7.5,10.0,10.0,10.0,7.75,0.1,0,0,1260.0,76
189,83.83,Colombia,Caturra,Washed / Wet,7.67,7.58,7.58,7.83,7.58,7.67,10.0,10.0,10.0,7.92,0.11,0,1,1750.0,170
190,83.83,Guatemala,Bourbon,Washed / Wet,7.5,7.83,7.5,7.83,7.83,7.67,10.0,10.0,10.0,7.67,0.11,0,3,1310.64,320
191,83.83,Mexico,Bourbon,Natural / Dry,7.67,8.0,7.67,7.42,7.67,7.5,10.0,10.0,10.0,7.92,0.1,0,2,1218.0,484
192,83.83,Mexico,Pacas,Natural / Dry,7.67,7.58,7.5,7.75,7.75,7.75,10.0,10.0,10.0,7.83,0.11,0,4,1300.0,484
193,83.83,Brazil,Yellow Bourbon,Semi-washed / Semi-pulped,7.83,7.83,7.58,7.67,7.5,7.58,10.0,10.0,10.0,7.83,0.12,0,3,1250.0,76
194,83.75,Brazil,Bourbon,Natural / Dry,7.67,7.67,7.58,7.75,7.67,7.67,10.0,10.0,10.0,7.75,0.11,0,5,890.0,76
195,83.75,Colombia,Caturra,Washed / Wet,7.83,7.83,7.58,7.58,7.58,7.58,10.0,10.0,10.0,7.75,0.11,0,1,442.0,170
196,83.75,Taiwan,Typica,Natural / Dry,7.67,7.67,7.58,7.58,7.67,7.83,10.0,10.0,10.0,7.75,0.0,0,0,750.0,158
197,83.75,China,Catimor,Washed / Wet,7.83,7.75,7.67,7.5,7.58,7.67,10.0,10.0,10.0,7.75,0.1,0,2,1650.0,156
198,83.75,Colombia,Caturra,Natural / Dry,7.75,7.67,7.5,7.67,7.58,7.83,10.0,10.0,10.0,7.75,0.0,0,0,442.0,170
199,83.75,Uganda,Bourbon,Natural / Dry,8.0,7.92,7.58,7.75,7.33,7.5,10.0,10.0,10.0,7.67,0.12,0,0,1400.0,800
200,83.75,United States,Other,Washed / Wet,7.83,7.83,7.83,7.67,8.0,8.17,9.33,9.33,10.0,7.75,0.12,0,1,853.44,840
201,83.75,Colombia,Caturra,Washed / Wet,7.67,7.67,7.67,7.92,7.5,7.67,10.0,10.0,10.0,7.67,0.0,0,5,1775.0,170
202,83.75,Colombia,Other,Washed / Wet,7.67,7.42,7.42,7.42,8.0,8.33,10.0,10.0,10.0,7.5,0.0,0,3,1550.0,170
203,83.75,Colombia,Caturra,Washed / Wet,7.58,7.67,7.75,7.67,7.67,7.67,10.0,10.0,10.0,7.75,0.0,0,1,1750.0,170
204,83.75,Colombia,Caturra,Washed / Wet,7.75,7.67,7.75,7.58,7.42,8.0,10.0,10.0,10.0,7.58,0.11,0,3,1750.0,170
205,83.75,Mexico,Caturra,Natural / Dry,7.83,7.58,7.58,7.5,7.75,7.67,10.0,10.0,10.0,7.83,0.13,5,5,700.0,484
206,83.75,Guatemala,Caturra,Washed / Wet,7.67,7.58,7.58,7.67,7.75,7.75,10.0,10.0,10.0,7.75,0.11,0,1,1300.0,320
207,83.67,Brazil,Bourbon,Natural / Dry,7.67,7.83,7.5,7.67,7.67,7.5,10.0,10.0,10.0,7.83,0.11,0,2,890.0,76
208,83.67,Kenya,SL28,Washed / Wet,8.08,7.67,7.67,7.58,7.25,7.67,10.0,10.0,10.0,7.75,0.11,0,0,1700.0,404
209,83.67,Honduras,Caturra,Washed / Wet,7.5,7.5,7.67,7.67,8.0,8.0,10.0,10.0,10.0,7.33,0.1,0,2,1400.0,340
210,83.67,Nicaragua,Caturra,Washed / Wet,7.67,7.75,7.67,7.67,7.83,7.58,10.0,10.0,10.0,7.5,0.1,0,3,1250.0,558
211,83.67,Brazil,Bourbon,Natural / Dry,7.58,7.75,7.58,7.75,7.58,7.58,10.0,10.0,10.0,7.83,0.11,0,3,934.0,76
212,83.67,Taiwan,Caturra,Natural / Dry,7.5,7.67,7.33,7.92,7.83,7.67,10.0,10.0,10.0,7.75,0.1,0,0,1200.0,158
213,83.67,Colombia,Caturra,Washed / Wet,7.5,7.75,7.5,7.75,7.67,7.67,10.0,10.0,10.0,7.83,0.11,0,4,1625.0,170
214,83.67,Guatemala,Bourbon,Washed / Wet,8.0,7.5,7.33,8.0,8.0,8.0,9.33,10.0,10.0,7.5,0.1,0,0,1356.6648,320
215,83.67,Colombia,Caturra,Washed / Wet,7.83,7.75,7.67,7.58,7.58,7.67,10.0,10.0,10.0,7.58,0.0,0,3,1750.0,170
216,83.67,Colombia,Caturra,Washed / Wet,7.67,7.67,7.67,7.67,7.33,7.75,10.0,10.0,10.0,7.92,0.0,0,1,1900.0,170
217,83.67,Guatemala,Bourbon,Washed / Wet,7.67,7.67,7.42,7.67,8.0,7.75,10.0,10.0,10.0,7.5,0.12,1,3,1310.64,320
218,83.67,Guatemala,Bourbon,Washed / Wet,7.83,7.67,7.33,7.67,7.67,7.83,10.0,10.0,10.0,7.67,0.11,0,2,1310.64,320
219,83.67,Colombia,Caturra,Washed / Wet,7.75,7.75,7.58,7.83,7.17,7.75,10.0,10.0,10.0,7.83,0.11,0,1,1750.0,170
220,83.67,Guatemala,Caturra,Natural / Dry,8.17,8.17,7.83,7.67,8.08,7.75,9.33,9.33,9.33,8.0,0.11,0,1,1450.0,320
221,83.67,Guatemala,Bourbon,Washed / Wet,7.67,8.17,7.5,7.42,7.58,7.83,10.0,10.0,10.0,7.5,0.11,0,13,1310.64,320
222,83.67,Mexico,Typica,Washed / Wet,7.67,7.5,7.5,7.33,7.83,8.25,10.0,10.0,10.0,7.58,0.12,4,11,1100.0,484
223,83.67,Indonesia,Typica,Washed / Wet,8.17,7.67,7.58,7.58,7.42,7.67,10.0,10.0,10.0,7.58,0.12,0,0,1400.0,360
224,83.67,Guatemala,Caturra,Washed / Wet,7.67,7.5,7.33,8.0,7.67,7.67,10.0,10.0,10.0,7.83,0.1,0,0,1524.0,320
225,83.58,Brazil,Bourbon,Natural / Dry,7.58,7.67,7.58,7.58,7.67,7.58,10.0,10.0,10.0,7.92,0.11,0,5,890.0,76
226,83.58,Guatemala,Caturra,Washed / Wet,7.75,7.75,7.5,7.83,7.58,7.58,10.0,10.0,10.0,7.58,0.11,0,0,1128.3696,320
227,83.58,China,Catimor,Washed / Wet,7.67,7.58,7.58,7.58,7.67,7.75,10.0,10.0,10.0,7.75,0.1,0,4,1100.0,156
228,83.58,Colombia,Caturra,Washed / Wet,7.67,7.75,7.58,7.67,7.75,7.58,10.0,10.0,10.0,7.58,0.12,0,3,1775.0,170
229,83.58,Mexico,Caturra,Washed / Wet,7.75,7.75,7.58,7.58,7.5,7.67,10.0,10.0,10.0,7.75,0.12,1,13,1200.0,484
230,83.58,Ethiopia,Other,Washed / Wet,7.75,7.67,7.58,7.67,7.5,7.67,10.0,10.0,10.0,7.75,0.0,0,7,1850.0,231
231,83.58,Uganda,SL14,Washed / Wet,7.67,7.67,7.42,7.75,7.75,7.67,10.0,10.0,10.0,7.67,0.12,0,5,1800.0,800
232,83.58,Colombia,Caturra,Natural / Dry,7.67,7.58,7.67,7.67,7.67,7.67,10.0,10.0,10.0,7.67,0.0,0,0,1600.0,170
233,83.58,Colombia,Caturra,Washed / Wet,7.67,7.58,7.67,7.58,7.67,7.75,10.0,10.0,10.0,7.67,0.12,0,1,1550.0,170
234,83.58,Colombia,Caturra,Washed / Wet,7.75,7.58,7.5,7.58,7.75,7.83,10.0,10.0,10.0,7.58,0.0,0,0,1550.0,170
235,83.58,Taiwan,Typica,Other,7.75,7.75,7.75,7.75,7.5,7.58,10.0,10.0,10.0,7.5,0.11,0,0,1000.0,158
236,83.58,Colombia,Caturra,Washed / Wet,7.67,7.67,7.58,7.67,7.75,7.58,10.0,10.0,10.0,7.67,0.11,0,3,1775.0,170
237,83.58,Mexico,Typica,Washed / Wet,7.83,7.67,7.58,7.58,7.67,7.58,10.0,10.0,10.0,7.67,0.12,0,2,1000.0,484
238,83.58,Colombia,Caturra,Natural / Dry,7.67,7.58,7.58,7.58,7.67,7.75,10.0,10.0,10.0,7.75,0.11,0,4,2136.0,170
239,83.58,Brazil,Catuai,Semi-washed / Semi-pulped,7.83,7.75,7.5,7.75,7.5,7.58,10.0,10.0,10.0,7.67,0.12,0,2,1100.0,76
240,83.5,Colombia,Caturra,Washed / Wet,7.75,7.58,7.58,7.75,7.75,7.5,10.0,10.0,10.0,7.58,0.0,0,5,1799.0,170
241,83.5,Costa Rica,Caturra,Washed / Wet,7.92,7.42,7.5,7.67,7.5,7.67,10.0,10.0,10.0,7.83,0.0,0,0,1850.0,188
242,83.5,Colombia,Caturra,Natural / Dry,7.75,7.58,7.58,7.5,7.75,7.75,10.0,10.0,10.0,7.58,0.0,0,0,1000.0,170
243,83.5,Guatemala,Bourbon,Washed / Wet,7.67,7.75,7.5,7.83,7.58,7.58,10.0,10.0,10.0,7.58,0.1,0,5,1219.2,320
244,83.5,Colombia,Caturra,Washed / Wet,7.58,7.58,7.58,7.58,7.75,7.67,10.0,10.0,10.0,7.75,0.12,0,4,1775.0,170
245,83.5,Tanzania,Ruiru 11,Washed / Wet,7.75,7.67,7.58,7.67,7.67,7.58,10.0,10.0,10.0,7.58,0.13,0,21,1400.0,834
246,83.5,Indonesia,Sumatra,Semi-washed / Semi-pulped,7.25,7.67,7.58,7.92,7.83,7.58,10.0,10.0,10.0,7.67,0.13,0,8,1500.0,360
247,83.5,Colombia,Caturra,Washed / Wet,8.0,7.58,7.25,7.58,7.92,7.58,10.0,10.0,10.0,7.58,0.11,0,0,1850.0,170
248,83.5,Guatemala,Caturra,Washed / Wet,7.58,7.75,7.5,7.83,7.42,7.67,10.0,10.0,10.0,7.75,0.1,0,0,1400.0,320
249,83.5,Colombia,Caturra,Washed / Wet,7.75,7.58,7.33,7.5,7.83,7.83,10.0,10.0,10.0,7.67,0.0,2,0,1650.0,170
250,83.5,Honduras,Caturra,Natural / Dry,7.67,7.5,7.67,7.5,7.67,7.67,10.0,10.0,10.0,7.83,0.1,0,3,1350.0,340
251,83.5,Colombia,Caturra,Washed / Wet,7.58,7.75,7.42,7.67,7.75,7.67,10.0,10.0,10.0,7.67,0.0,1,1,1750.0,170
252,83.5,Colombia,Caturra,Washed / Wet,7.58,7.67,7.58,7.75,7.58,7.75,10.0,10.0,10.0,7.58,0.11,0,2,1750.0,170
253,83.5,Mexico,Bourbon,Natural / Dry,7.83,7.58,7.25,7.5,7.5,7.42,10.0,10.0,10.0,8.42,0.13,0,14,1170.0,484
254,83.5,Mexico,Typica,Semi-washed / Semi-pulped,7.67,7.75,7.67,7.75,7.58,7.5,10.0,10.0,10.0,7.58,0.11,0,12,940.0,484
255,83.5,Mexico,Pacamara,Washed / Wet,7.75,7.67,7.67,7.75,7.33,7.5,10.0,10.0,10.0,7.83,0.12,0,0,1400.0,484
256,83.5,Guatemala,Caturra,Washed / Wet,7.83,7.5,7.5,8.0,7.67,7.5,10.0,10.0,10.0,7.5,0.1,0,5,1524.0,320
257,83.5,Colombia,Caturra,Washed / Wet,7.67,7.58,7.58,7.67,7.67,7.67,10.0,10.0,10.0,7.67,0.11,0,0,1775.0,170
258,83.5,Guatemala,Bourbon,Washed / Wet,7.5,7.5,7.75,7.5,8.0,7.67,10.0,10.0,10.0,7.58,0.0,3,12,1402.08,320
259,83.42,Colombia,Caturra,Washed / Wet,7.5,7.58,7.58,7.5,7.75,7.83,10.0,10.0,10.0,7.67,0.0,0,1,439.0,170
260,83.42,Guatemala,Bourbon,Washed / Wet,7.67,7.75,7.5,7.58,7.58,7.67,10.0,10.0,10.0,7.67,0.1,0,3,1700.0,320
261,83.42,Colombia,Caturra,Washed / Wet,7.67,7.67,7.5,7.67,7.67,7.58,10.0,10.0,10.0,7.67,0.11,0,2,442.0,170
262,83.42,Costa Rica,Caturra,Washed / Wet,7.58,7.5,7.42,7.92,7.5,7.67,10.0,10.0,10.0,7.83,0.09,0,4,1850.0,188
263,83.42,Uganda,SL14,Washed / Wet,7.58,7.75,7.33,7.75,7.67,7.58,10.0,10.0,10.0,7.75,0.11,0,1,1800.0,800
264,83.42,Thailand,Catimor,Washed / Wet,7.5,7.58,7.75,7.5,7.75,7.67,10.0,10.0,10.0,7.67,0.13,0,0,1200.0,764
265,83.42,El Salvador,Bourbon,Washed / Wet,7.58,7.5,7.75,7.58,7.75,7.67,10.0,10.0,10.0,7.58,0.11,0,0,1330.0,222
266,83.42,Colombia,Caturra,Natural / Dry,7.58,7.67,7.58,7.67,7.58,7.67,10.0,10.0,10.0,7.67,0.12,4,0,442.0,170
267,83.42,Tanzania,Bourbon,Washed / Wet,7.75,7.67,7.58,7.67,7.58,7.58,10.0,10.0,10.0,7.58,0.13,0,4,1600.0,834
268,83.42,Colombia,Caturra,Washed / Wet,7.58,7.58,7.25,7.75,7.75,8.58,9.33,10.0,10.0,7.58,0.12,0,1,1813.0,170
269,83.42,Guatemala,Bourbon,Natural / Dry,7.75,7.83,7.33,7.83,7.5,7.67,10.0,10.0,10.0,7.5,0.1,0,1,1219.2,320
270,83.42,Guatemala,Caturra,Washed / Wet,7.67,7.75,7.5,7.83,7.58,7.5,10.0,10.0,10.0,7.58,0.1,0,2,1500.0,320
271,83.42,Guatemala,Bourbon,Washed / Wet,7.67,7.5,7.75,7.42,7.75,7.75,10.0,10.0,10.0,7.58,0.11,0,0,1310.64,320
272,83.42,Colombia,Caturra,Washed / Wet,7.5,7.75,7.58,7.5,7.67,7.75,10.0,10.0,10.0,7.67,0.11,0,2,1450.0,170
273,83.33,Colombia,Caturra,Washed / Wet,7.75,7.5,7.75,7.58,7.58,7.58,10.0,10.0,10.0,7.58,0.0,0,0,1650.0,170
274,83.33,Brazil,Catuai,Semi-washed / Semi-pulped,7.5,7.83,7.33,7.58,7.58,7.92,10.0,10.0,10.0,7.58,0.1,1,5,1227.0,76
275,83.33,Mexico,Caturra,Washed / Wet,7.75,7.75,7.5,7.67,7.5,7.58,10.0,10.0,10.0,7.58,0.12,0,2,1200.0,484
276,83.33,Colombia,Caturra,Washed / Wet,7.67,7.75,7.42,7.83,7.83,7.42,10.0,10.0,10.0,7.42,0.11,0,1,1650.0,170
277,83.33,Tanzania,Other,Semi-washed / Semi-pulped,7.75,7.58,7.67,7.58,7.58,7.58,10.0,10.0,10.0,7.58,0.12,0,6,1700.0,834
278,83.33,Mexico,Other,Washed / Wet,7.67,7.67,7.58,7.67,7.5,7.58,10.0,10.0,10.0,7.67,0.12,0,0,1100.0,484
279,83.33,Costa Rica,Caturra,Washed / Wet,7.67,7.67,7.42,7.67,7.67,7.67,10.0,10.0,10.0,7.58,0.12,0,3,1300.0,188
280,83.33,Costa Rica,Catuai,Washed / Wet,7.5,7.67,7.67,7.5,7.83,7.17,10.0,10.0,10.0,8.0,0.11,0,3,1200.0,188
281,83.33,Haiti,Typica,Washed / Wet,7.58,7.5,7.67,7.5,7.83,7.42,10.0,10.0,10.0,7.83,0.11,0,4,1280.16,332
282,83.33,Colombia,Caturra,Natural / Dry,7.67,7.67,7.5,7.67,7.92,7.42,10.0,10.0,10.0,7.5,0.11,0,1,1000.0,170
283,83.33,Guatemala,Bourbon,Washed / Wet,7.83,7.67,7.17,7.67,7.67,7.67,10.0,10.0,10.0,7.67,0.11,0,3,1310.64,320
284,83.33,Burundi,Bourbon,Washed / Wet,7.75,7.67,7.33,7.5,7.5,7.75,10.0,10.0,10.0,7.83,0.0,0,5,1880.0,108
285,83.33,Colombia,Caturra,Washed / Wet,7.5,7.67,7.67,7.58,7.67,7.58,10.0,10.0,10.0,7.67,0.0,0,1,1750.0,170
286,83.25,Mexico,Typica,Washed / Wet,7.67,7.83,7.42,7.83,7.33,7.5,10.0,10.0,10.0,7.67,0.11,0,0,1600.0,484
287,83.25,Costa Rica,Catuai,Pulped natural / honey,7.5,7.5,7.83,7.5,7.67,7.67,10.0,10.0,10.0,7.58,0.11,0,0,1900.0,188
288,83.25,Guatemala,Pacas,Washed / Wet,7.5,7.58,7.42,7.83,7.67,7.58,10.0,10.0,10.0,7.67,0.11,0,7,2100.0,320
289,83.25,Colombia,Caturra,Natural / Dry,7.58,7.67,7.67,7.17,7.75,7.83,10.0,10.0,10.0,7.58,0.0,0,2,442.0,170
290,83.25,Mexico,Typica,Natural / Dry,7.83,7.75,7.5,7.58,7.58,7.58,10.0,10.0,10.0,7.42,0.12,0,2,1261.0,484
291,83.25,Taiwan,Bourbon,Washed / Wet,7.67,7.5,7.5,7.5,7.67,7.83,10.0,10.0,10.0,7.58,0.1,0,0,1000.0,158
292,83.25,Taiwan,Typica,Washed / Wet,7.92,7.83,7.75,7.58,7.5,7.33,10.0,10.0,10.0,7.33,0.1,0,0,800.0,158
293,83.25,Colombia,Caturra,Natural / Dry,7.58,7.58,7.5,7.58,7.58,7.75,10.0,10.0,10.0,7.67,0.0,0,0,1483.0,170
294,83.25,Guatemala,Caturra,Washed / Wet,7.5,7.67,7.58,7.67,7.67,7.5,10.0,10.0,10.0,7.67,0.1,0,1,1500.0,320
295,83.25,Colombia,Caturra,Washed / Wet,7.83,7.5,7.67,7.33,7.67,7.67,10.0,10.0,10.0,7.58,0.11,0,1,1750.0,170
296,83.25,Mexico,Bourbon,Washed / Wet,7.58,7.75,7.5,7.5,7.58,7.58,10.0,10.0,10.0,7.75,0.12,0,6,1300.0,484
297,83.25,Mexico,Caturra,Washed / Wet,7.75,7.75,7.42,7.92,7.33,7.5,10.0,10.0,10.0,7.58,0.12,0,0,1000.0,484
298,83.25,Guatemala,Bourbon,Washed / Wet,7.83,7.58,7.08,7.83,7.42,8.08,10.0,10.0,10.0,7.42,0.11,0,9,1310.64,320
299,83.25,Brazil,Yellow Bourbon,Semi-washed / Semi-pulped,7.75,7.67,7.5,7.58,7.58,7.58,10.0,10.0,10.0,7.58,0.11,0,1,1200.0,76
300,83.25,Colombia,Caturra,Washed / Wet,7.67,7.58,7.58,7.42,7.83,7.58,10.0,10.0,10.0,7.58,0.12,0,1,175.0,170
301,83.25,Colombia,Caturra,Washed / Wet,7.67,7.67,7.5,7.5,7.58,7.67,10.0,10.0,10.0,7.67,0.11,0,0,1775.0,170
302,83.17,Brazil,Bourbon,Natural / Dry,7.67,7.42,7.5,7.58,7.67,7.58,10.0,10.0,10.0,7.75,0.11,0,4,890.0,76
303,83.17,Guatemala,Bourbon,Washed / Wet,7.58,7.58,7.33,7.67,7.75,7.58,10.0,10.0,10.0,7.67,0.1,0,1,1901.0,320
304,83.17,Tanzania,Bourbon,Washed / Wet,7.67,7.58,7.42,7.67,7.67,7.58,10.0,10.0,10.0,7.58,0.12,0,3,168.0,834
305,83.17,Vietnam,Catimor,Natural / Dry,7.58,7.42,7.08,7.33,7.58,8.58,10.0,10.0,10.0,7.58,0.07,0,0,1550.0,704
306,83.17,Guatemala,Caturra,Washed / Wet,7.67,7.75,7.42,7.75,7.58,7.5,10.0,10.0,10.0,7.5,0.11,2,3,1500.0,320
307,83.17,Honduras,Catuai,Washed / Wet,7.67,7.67,7.5,7.67,7.5,7.67,10.0,10.0,10.0,7.5,0.11,0,1,1450.0,340
308,83.17,China,Catimor,Washed / Wet,7.5,7.67,7.33,7.67,7.67,7.67,10.0,10.0,10.0,7.67,0.11,0,0,1200.0,156
309,83.17,China,Catimor,Washed / Wet,7.67,7.67,7.5,7.67,7.42,7.58,10.0,10.0,10.0,7.67,0.1,0,3,1600.0,156
310,83.17,El Salvador,Bourbon,Washed / Wet,7.5,7.5,7.33,7.67,8.0,7.67,10.0,10.0,10.0,7.5,0.0,0,0,1350.0,222
311,83.17,Guatemala,Bourbon,Washed / Wet,7.5,7.75,7.5,7.83,7.58,7.5,10.0,10.0,10.0,7.5,0.11,0,1,1500.0,320
312,83.17,Guatemala,Bourbon,Washed / Wet,7.92,7.67,7.42,7.75,7.5,7.5,10.0,10.0,10.0,7.42,0.12,0,3,1650.0,320
313,83.17,Kenya,SL28,Washed / Wet,7.83,7.75,7.67,7.75,7.83,8.5,9.33,9.33,9.33,7.83,0.1,0,1,250.5,404
314,83.17,Tanzania,Other,Washed / Wet,7.58,7.67,7.67,7.58,7.42,7.58,10.0,10.0,10.0,7.67,0.13,0,6,1653.0,834
315,83.17,Colombia,Caturra,Washed / Wet,7.58,7.5,7.5,7.67,7.5,7.67,10.0,10.0,10.0,7.75,0.0,0,4,1775.0,170
316,83.17,Uganda,SL14,Washed / Wet,8.0,7.67,7.5,7.42,7.33,7.58,10.0,10.0,10.0,7.67,0.1,0,0,1800.0,800
317,83.17,Honduras,Catuai,Natural / Dry,7.5,7.5,7.5,7.67,7.67,7.67,10.0,10.0,10.0,7.67,0.1,0,5,1450.0,340
318,83.17,Honduras,Caturra,Natural / Dry,7.67,7.67,7.5,7.67,7.5,7.67,10.0,10.0,10.0,7.5,0.11,0,3,1350.0,340
319,83.17,Guatemala,Catuai,Washed / Wet,7.33,7.83,7.17,8.17,7.33,7.67,10.0,10.0,10.0,7.67,0.09,0,1,1524.0,320
320,83.17,Tanzania,Bourbon,Washed / Wet,7.58,7.5,7.58,7.75,7.58,7.58,10.0,10.0,10.0,7.58,0.12,0,1,1800.0,834
321,83.17,Guatemala,Bourbon,Washed / Wet,7.67,7.83,7.33,7.67,7.5,7.67,10.0,10.0,10.0,7.5,0.11,0,2,1310.64,320
322,83.17,Mexico,Typica,Washed / Wet,7.75,7.58,7.58,7.58,7.5,7.42,10.0,10.0,10.0,7.75,0.11,0,2,1500.0,484
323,83.17,Mexico,Typica,Washed / Wet,7.75,7.67,7.58,7.5,7.42,7.58,10.0,10.0,10.0,7.67,0.12,3,8,532.0,484
324,83.17,Mexico,Pacamara,Washed / Wet,7.58,7.75,7.42,7.67,7.5,7.58,10.0,10.0,10.0,7.67,0.14,0,10,1089.0,484
325,83.17,Colombia,Caturra,Washed / Wet,7.67,7.5,7.5,7.5,7.58,8.17,10.0,10.0,10.0,7.25,0.11,1,2,1775.0,170
326,83.17,Mexico,Typica,Washed / Wet,7.75,7.5,7.42,7.75,7.58,7.58,10.0,10.0,10.0,7.58,0.13,0,5,700.0,484
327,83.17,Colombia,Caturra,Washed / Wet,7.58,7.67,7.5,7.58,7.67,7.67,10.0,10.0,10.0,7.5,0.11,0,0,1750.0,170
328,83.17,Mexico,Typica,Washed / Wet,7.5,7.75,7.58,7.58,7.67,7.5,10.0,10.0,10.0,7.58,0.11,0,5,1380.0,484
329,83.17,Brazil,Mundo Novo,Natural / Dry,7.75,7.67,7.58,7.5,7.58,7.58,10.0,10.0,10.0,7.5,0.12,0,1,1000.0,76
330,83.17,Brazil,Mundo Novo,Natural / Dry,7.92,7.58,7.5,7.58,7.42,7.5,10.0,10.0,10.0,7.67,0.11,0,4,950.0,76
331,83.17,Guatemala,Bourbon,Washed / Wet,7.75,7.5,7.67,7.5,7.92,8.0,10.0,10.0,9.33,7.5,0.0,0,10,1402.08,320
332,83.17,Brazil,Mundo Novo,Semi-washed / Semi-pulped,7.75,7.5,7.58,7.5,7.75,7.5,10.0,10.0,10.0,7.58,0.12,0,3,1000.0,76
333,83.08,Colombia,Caturra,Washed / Wet,7.58,7.67,7.33,7.67,7.75,7.58,10.0,10.0,10.0,7.5,0.0,0,4,1799.0,170
334,83.08,Brazil,Yellow Bourbon,Pulped natural / honey,7.58,7.58,7.58,7.5,7.67,7.58,10.0,10.0,10.0,7.58,0.11,0,2,905.0,76
335,83.08,Taiwan,Typica,Natural / Dry,7.83,7.92,7.5,7.83,7.67,7.25,9.33,10.0,10.0,7.75,0.0,0,0,750.0,158
336,83.08,Brazil,Bourbon,Washed / Wet,7.58,7.83,7.67,7.42,7.42,7.5,10.0,10.0,10.0,7.67,0.0,0,1,1200.0,76
337,83.08,Costa Rica,Catuai,Washed / Wet,7.83,7.33,7.5,7.67,7.58,7.67,10.0,10.0,10.0,7.5,0.1,0,3,1300.0,188
338,83.08,Taiwan,Typica,Other,7.75,7.75,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.58,0.11,0,0,1300.0,158
339,83.08,Mexico,Other,Washed / Wet,7.75,7.67,7.42,7.75,7.5,7.5,10.0,10.0,10.0,7.5,0.1,0,1,1400.0,484
340,83.0,Brazil,Bourbon,Natural / Dry,7.58,7.5,7.5,7.75,7.67,7.5,10.0,10.0,10.0,7.5,0.0,0,4,890.0,76
341,83.0,Brazil,Bourbon,Natural / Dry,7.5,7.58,7.58,7.67,7.58,7.5,10.0,10.0,10.0,7.58,0.11,0,5,894.0,76
342,83.0,Brazil,Bourbon,Natural / Dry,7.5,7.67,7.58,7.67,7.58,7.42,10.0,10.0,10.0,7.58,0.11,0,3,872.0,76
343,83.0,Uganda,Bourbon,Washed / Wet,7.67,7.58,7.42,7.42,7.83,7.5,10.0,10.0,10.0,7.58,0.12,0,6,1473.0,800
344,83.0,Uganda,Bourbon,Natural / Dry,7.67,7.67,7.5,7.58,7.42,7.5,10.0,10.0,10.0,7.67,0.12,0,8,1645.0,800
345,83.0,Vietnam,Caturra,Other,7.75,7.67,7.58,7.58,7.42,7.67,9.33,10.0,10.0,8.0,0.0,0,0,1550.0,704
346,83.0,Guatemala,Catuai,Washed / Wet,7.67,7.75,7.33,7.92,7.42,7.5,10.0,10.0,10.0,7.42,0.11,0,3,1550.0,320
347,83.0,Guatemala,Catuai,Washed / Wet,7.75,7.67,7.33,7.75,7.5,7.42,10.0,10.0,10.0,7.58,0.11,0,2,1371.6,320
